Student_ID,Age,Gender,Current_Semester,CGPA,Attendance_Percentage,Failed_Courses,Credits_Completed,Fee_Delay_Indicator,Family_Background_Score,Learning_Disability_Flag,LMS_Login_Count,Assignment_Submission_Rate,Dropout_Status
STU2024353,20,Female,2,5.55,87.4,0,21,0,9,0,66,88.2,0
STU2024354,25,Male,2,8.89,90.3,0,36,1,2,0,55,73.5,1
STU2024355,20,Male,5,9.07,92.5,0,88,0,7,0,45,78.1,0
STU2024356,23,Female,5,5.06,91.9,0,87,0,3,0,43,90.0,0
STU2024357,20,Male,3,7.46,72.4,0,54,0,7,0,54,92.1,0
STU2024358,21,Female,5,6.84,100.0,0,94,0,2,0,77,46.8,0
STU2024359,22,Male,4,7.94,71.5,0,70,0,6,0,34,40.1,1
STU2024360,22,Female,3,7.05,66.3,0,40,0,8,0,54,71.2,0
STU2024361,19,Female,2,8.22,56.4,2,24,0,4,0,46,49.9,0
STU2024362,23,Male,5,10.0,87.2,0,82,0,4,0,44,73.9,0
STU2024363,20,Male,6,8.75,59.7,1,103,1,1,0,60,82.8,0
STU2024364,24,Female,1,8.79,64.6,0,12,0,3,0,50,80.0,0
STU2024365,22,Female,8,10.0,59.7,0,144,0,5,0,44,62.3,0
STU2024366,25,Male,2,5.94,83.6,0,28,0,7,0,69,80.0,0
STU2024367,21,Male,7,10.0,93.7,0,131,0,8,0,22,71.4,0
STU2024368,23,Female,5,9.01,73.1,0,85,0,1,0,56,77.8,0
STU2024369,18,Female,6,6.22,54.0,4,118,0,3,0,50,94.7,0
STU2024370,22,Male,4,8.33,61.2,0,78,0,7,0,41,69.1,0
STU2024371,20,Male,4,10.0,64.4,0,78,0,6,0,24,76.4,1
STU2024372,23,Male,4,5.43,66.5,0,75,0,3,0,70,72.6,1
STU2024373,21,Male,1,4.0,62.0,1,16,0,6,0,60,63.1,1
STU2024374,20,Female,3,6.11,78.8,0,50,0,10,0,32,77.3,0
STU2024375,19,Female,2,5.57,75.6,0,31,0,7,0,21,71.6,0
STU2024376,23,Male,3,10.0,58.3,2,53,0,8,0,74,75.6,1
STU2024377,23,Male,3,9.34,71.4,0,52,0,5,0,78,80.5,0
STU2024378,24,Male,3,7.22,64.5,0,59,0,10,0,44,87.5,0
STU2024379,25,Male,6,7.82,70.6,0,102,0,6,0,76,74.5,0
STU2024380,19,Female,8,7.22,65.7,0,140,0,4,0,85,60.6,0
STU2024381,19,Male,1,5.79,79.0,0,12,0,7,0,80,78.8,0
STU2024382,25,Female,6,5.78,75.9,0,117,0,8,0,71,88.4,0
STU2024383,21,Male,8,6.78,80.3,0,142,0,1,0,54,58.0,0
STU2024384,19,Male,6,10.0,91.6,0,105,0,3,0,48,75.9,0
STU2024385,19,Female,8,6.52,63.6,0,140,0,3,0,36,82.1,0
STU2024386,18,Male,6,7.83,67.8,0,106,0,7,0,73,80.0,0
STU2024387,22,Female,5,8.78,76.5,0,87,1,10,0,48,38.5,0
STU2024388,18,Female,1,5.98,85.5,0,13,1,4,0,19,71.2,1
STU2024389,22,Male,8,8.44,60.8,0,143,0,7,0,78,70.3,0
STU2024390,22,Male,7,7.0,82.4,0,125,0,7,0,39,64.0,0
STU2024391,22,Female,8,7.05,85.1,0,148,0,5,0,44,58.5,0
STU2024392,19,Male,6,9.24,62.8,0,117,0,10,0,57,89.0,1
STU2024393,24,Female,8,7.13,93.2,0,158,0,8,0,38,39.8,0
STU2024394,18,Male,2,9.5,84.4,0,34,0,4,0,71,84.0,0
STU2024395,24,Male,7,9.07,100.0,0,126,0,3,0,40,68.8,0
STU2024396,19,Male,7,7.19,83.4,0,137,0,6,0,20,65.6,0
STU2024397,18,Female,2,8.83,74.0,0,33,0,2,0,36,67.8,1
STU2024398,22,Female,7,7.5,55.8,2,128,0,8,0,35,87.2,0
STU2024399,20,Female,7,8.06,100.0,0,124,0,7,1,39,64.9,0
STU2024400,23,Male,1,9.83,87.8,0,15,0,6,1,58,89.2,0
STU2024401,22,Female,5,10.0,78.6,0,95,0,2,0,26,79.7,0
STU2024402,22,Female,6,6.8,72.7,0,108,0,10,0,48,54.1,0
STU2024403,21,Female,8,7.89,58.0,2,156,0,1,0,62,59.1,1
STU2024404,22,Female,3,7.61,67.3,0,56,0,1,0,46,82.9,0
STU2024405,21,Male,4,7.23,51.8,0,61,0,6,0,15,87.3,1
STU2024406,25,Female,2,5.94,69.3,0,20,0,8,0,38,93.4,0
STU2024407,25,Female,6,6.93,80.0,0,105,0,5,0,67,70.5,0
STU2024408,22,Male,7,6.23,95.3,0,121,0,4,0,55,89.1,0
STU2024409,22,Female,1,5.36,86.7,0,0,0,3,0,33,59.4,0
STU2024410,18,Male,5,6.68,57.2,2,99,0,5,0,3,72.6,0
STU2024411,22,Female,7,7.08,87.7,0,131,0,4,0,49,84.9,0
STU2024412,24,Male,1,7.09,90.8,0,16,0,6,0,39,53.5,0
STU2024413,22,Female,2,7.05,78.9,0,35,1,6,0,24,32.8,0
STU2024414,22,Male,3,4.35,88.0,1,56,0,1,0,24,84.2,0
STU2024415,24,Female,3,6.69,80.7,0,40,0,5,0,46,67.6,0
STU2024416,24,Male,4,6.7,92.9,0,70,0,4,0,52,74.1,0
STU2024417,25,Female,5,8.23,64.8,0,85,0,9,0,36,61.5,1
STU2024418,20,Female,3,7.94,80.6,0,50,0,4,0,77,97.5,0
STU2024419,22,Female,6,6.62,87.4,0,111,0,5,0,49,79.2,0
STU2024420,18,Male,8,9.89,71.9,0,146,0,7,0,49,70.0,0
STU2024421,20,Male,4,9.58,66.0,0,70,0,10,0,27,86.0,0
STU2024422,20,Female,3,6.52,75.0,0,42,0,3,0,51,73.4,1
STU2024423,25,Female,4,7.93,51.7,0,65,0,3,0,43,62.4,0
STU2024424,19,Male,7,6.88,58.0,1,140,0,7,0,39,65.9,0
STU2024425,18,Male,6,5.82,72.4,0,100,0,9,0,63,55.2,0
STU2024426,21,Male,6,7.21,74.0,0,109,1,9,0,51,65.7,1
STU2024427,18,Female,5,5.31,88.0,0,94,0,10,0,40,48.1,0
STU2024428,20,Female,8,8.81,97.1,0,151,0,3,0,37,83.7,0
STU2024429,24,Male,4,5.62,84.6,0,67,0,3,0,46,90.3,1
STU2024430,20,Male,6,7.63,30.1,0,120,0,7,0,91,62.5,1
STU2024431,18,Male,2,9.78,83.5,0,40,0,1,0,63,91.1,0
STU2024432,24,Male,5,7.09,83.9,0,95,0,4,0,27,86.6,0
STU2024433,22,Female,2,5.92,78.4,0,36,0,10,0,84,95.0,0
STU2024434,19,Male,5,5.69,71.4,0,83,0,8,0,52,41.9,0
STU2024435,22,Male,6,6.23,100.0,0,113,0,1,0,66,58.1,0
STU2024436,25,Female,4,8.2,82.6,0,60,0,2,0,53,39.7,0
STU2024437,20,Male,2,8.4,81.4,0,23,0,4,0,91,41.8,0
STU2024438,22,Female,1,7.4,81.8,0,3,0,1,0,41,78.6,0
STU2024439,23,Female,2,10.0,53.8,1,23,0,1,1,63,71.2,1
STU2024440,20,Female,6,9.23,67.2,0,114,0,5,0,28,90.1,1
STU2024441,23,Male,2,3.25,66.7,2,32,0,8,0,23,58.1,1
STU2024442,25,Female,3,7.79,81.7,0,43,0,3,0,39,89.1,0
STU2024443,25,Female,3,7.03,75.9,0,59,0,6,0,58,67.6,0
STU2024444,20,Female,8,8.42,77.4,0,143,0,8,1,38,58.8,0
STU2024445,23,Male,4,5.16,95.7,0,70,0,10,0,40,44.6,0
STU2024446,21,Female,6,6.21,72.5,0,120,0,9,0,36,75.7,0
STU2024447,18,Male,8,5.7,70.6,0,155,0,2,0,53,58.6,0
STU2024448,23,Female,1,7.53,80.3,0,16,0,7,0,44,66.0,0
STU2024449,25,Female,8,10.0,80.3,0,142,0,8,0,82,64.8,0
STU2024450,18,Male,7,7.13,71.5,0,133,0,2,0,73,82.1,0
STU2024451,22,Male,8,10.0,35.0,0,150,0,1,0,13,59.3,0
STU2024452,23,Female,6,6.46,90.6,0,114,0,1,0,61,63.4,0
STU2024453,22,Female,2,9.97,91.1,0,21,0,8,0,35,70.4,0
STU2024454,24,Male,5,5.77,81.8,0,99,0,7,0,12,66.0,0
STU2024455,21,Female,2,8.08,78.8,0,33,0,8,0,46,84.5,0
STU2024456,20,Female,1,8.02,82.4,0,16,0,9,0,42,60.8,0
STU2024457,25,Male,3,4.64,94.8,0,44,1,9,0,46,75.3,1
STU2024458,21,Female,7,7.44,80.2,0,130,0,8,0,48,46.1,0
STU2024459,22,Female,4,7.14,86.7,0,66,0,5,0,37,67.8,0
STU2024460,20,Male,6,8.21,84.5,0,103,0,9,0,39,61.0,0
STU2024461,24,Female,7,8.52,63.4,0,120,0,1,0,49,83.8,1
STU2024462,18,Male,5,5.05,78.8,0,85,0,5,0,26,68.8,1
STU2024463,22,Male,1,6.29,54.8,1,11,0,2,0,81,86.4,0
STU2024464,21,Female,4,8.66,70.3,0,76,0,5,0,62,89.9,1
STU2024465,24,Female,7,8.27,89.6,0,130,0,1,1,42,90.1,0
STU2024466,25,Male,6,9.5,69.3,0,118,0,10,0,45,63.1,0
STU2024467,21,Female,8,7.08,47.6,1,145,0,2,0,13,72.0,1
STU2024468,19,Female,1,8.16,88.9,0,13,0,5,0,60,80.6,0
STU2024469,22,Male,6,8.5,64.1,0,114,0,3,1,61,55.3,0
STU2024470,18,Female,8,8.18,88.5,0,158,0,2,0,83,74.3,0
STU2024471,21,Male,2,8.88,63.5,0,36,1,2,0,64,40.1,0
STU2024472,23,Female,6,8.54,91.1,0,109,0,10,0,56,96.3,0
STU2024473,18,Male,6,7.02,74.7,0,114,0,10,0,46,86.4,0
STU2024474,18,Female,7,10.0,66.8,0,123,0,9,0,32,74.5,1
STU2024475,23,Female,8,9.93,100.0,0,141,0,4,0,34,93.8,1
STU2024476,19,Male,1,9.09,59.0,1,20,0,7,0,44,83.4,1
STU2024477,24,Male,3,9.27,92.4,0,40,0,6,1,47,87.2,1
STU2024478,20,Female,2,6.43,93.2,0,38,0,5,0,84,93.6,0
STU2024479,24,Female,6,6.36,79.3,0,100,0,2,0,80,82.0,0
STU2024480,19,Male,2,9.53,75.4,0,31,0,2,0,43,42.1,0
STU2024481,19,Female,8,9.63,51.2,1,152,0,1,0,44,44.8,0
STU2024482,20,Female,5,3.77,66.6,0,100,1,1,0,70,92.8,1
STU2024483,19,Male,1,8.01,60.9,0,18,0,9,0,54,45.1,1
STU2024484,21,Female,4,8.73,100.0,0,73,0,9,0,49,52.4,0
STU2024485,22,Male,2,10.0,59.8,1,25,0,10,0,48,78.3,0
STU2024486,25,Male,5,7.63,77.9,0,82,0,4,0,31,50.4,0
STU2024487,23,Female,3,7.5,66.2,0,60,0,5,0,28,69.1,0
STU2024488,23,Female,8,7.86,98.8,0,150,0,5,0,61,94.7,0
STU2024489,23,Female,7,8.25,100.0,0,125,0,4,0,64,77.2,0
STU2024490,22,Female,3,7.27,59.6,1,50,0,8,0,74,46.6,0
STU2024491,25,Male,3,6.72,69.9,0,60,0,5,0,58,77.0,0
STU2024492,21,Female,2,6.76,81.9,0,22,0,9,0,30,89.6,0
STU2024493,24,Male,1,4.81,54.7,1,17,0,9,0,39,72.7,0
STU2024494,23,Female,4,8.27,73.8,0,78,0,5,0,26,61.9,0
STU2024495,19,Female,6,7.08,60.5,0,116,0,10,0,60,64.8,0
STU2024496,20,Female,3,6.48,78.2,0,45,0,10,0,70,87.8,0
STU2024497,25,Female,1,8.79,77.1,0,7,0,4,0,18,69.2,0
STU2024498,18,Male,6,5.78,82.6,0,112,0,8,0,79,90.6,1
STU2024499,23,Male,5,7.79,73.5,0,88,0,10,0,58,35.5,0
STU2024500,23,Male,5,8.21,64.9,0,92,0,4,0,41,92.8,0
STU2024501,23,Female,8,8.76,78.1,0,159,0,8,0,24,63.0,1
STU2024502,22,Male,3,9.31,78.8,0,45,0,4,0,77,61.7,0
STU2024503,19,Female,8,8.28,73.5,0,155,0,3,0,95,66.0,0
STU2024504,21,Male,3,10.0,77.2,0,58,0,3,0,37,51.6,1
STU2024505,20,Male,3,7.33,62.9,0,48,0,9,0,42,78.3,0
STU2024506,18,Female,2,7.3,31.1,1,26,0,8,0,91,89.3,1
STU2024507,24,Male,3,10.0,100.0,0,59,0,5,0,53,54.2,0
STU2024508,25,Male,4,8.39,68.2,0,72,0,2,1,45,74.1,0
STU2024509,24,Male,2,6.42,55.7,3,25,0,10,0,69,70.4,0
STU2024510,19,Male,8,10.0,69.6,0,144,0,9,0,48,72.1,0
STU2024511,24,Female,6,9.8,85.0,0,101,0,7,0,31,43.4,0
STU2024512,24,Female,2,9.06,87.2,0,33,1,4,0,49,77.4,1
STU2024513,24,Female,4,7.57,75.8,0,60,0,1,0,39,69.4,1
STU2024514,18,Female,4,9.12,100.0,0,70,0,2,0,15,70.6,0
STU2024515,22,Female,7,6.31,81.4,0,138,0,5,0,75,41.4,0
STU2024516,21,Female,8,7.51,60.5,0,145,0,9,0,82,86.2,0
STU2024517,23,Female,3,4.75,59.2,1,43,0,8,0,47,85.0,0
STU2024518,19,Male,7,8.01,74.3,0,130,0,10,0,46,55.6,0
STU2024519,20,Female,1,9.56,79.7,0,2,0,8,0,63,87.7,0
STU2024520,19,Female,4,6.58,80.2,0,71,0,7,0,100,51.3,0
STU2024521,22,Male,3,8.46,76.8,0,60,0,1,0,47,44.1,0
STU2024522,22,Male,1,10.0,89.4,0,19,0,4,0,51,59.9,0
STU2024523,23,Male,1,7.05,94.7,0,5,1,7,0,56,83.2,0
STU2024524,21,Male,2,6.31,62.8,0,22,0,9,0,28,73.0,0
STU2024525,22,Male,4,7.61,55.6,0,74,0,10,1,35,37.1,1
STU2024526,19,Male,5,8.41,73.4,0,90,0,9,0,69,78.0,0
STU2024527,22,Female,7,8.47,69.5,0,138,0,4,0,44,48.9,0
STU2024528,25,Female,1,7.5,86.9,0,15,0,7,0,65,55.6,0
STU2024529,21,Female,7,7.78,85.4,0,131,0,1,0,64,68.2,0
STU2024530,22,Male,7,5.44,80.3,0,130,0,8,0,10,54.7,0
STU2024531,22,Male,4,8.65,51.9,0,75,0,4,0,37,73.5,0
STU2024532,21,Male,4,5.24,57.6,0,67,0,6,0,30,58.2,1
STU2024533,19,Female,1,6.62,86.7,0,17,0,8,0,41,69.3,0
STU2024534,22,Female,3,7.72,80.5,0,56,0,4,0,50,69.2,0
STU2024535,24,Female,1,7.54,80.6,0,16,0,3,0,56,93.8,0
STU2024536,25,Female,1,7.29,80.1,0,0,0,7,0,70,73.3,0
STU2024537,22,Male,5,6.95,76.1,0,87,0,10,0,46,83.2,0
STU2024538,24,Male,7,7.77,93.4,0,131,0,7,0,62,79.6,0
STU2024539,20,Male,2,10.0,83.0,0,28,0,9,0,66,69.5,0
STU2024540,20,Male,8,6.64,80.0,0,140,1,3,0,68,70.5,0
STU2024541,23,Female,5,7.78,61.3,0,88,0,10,1,33,67.6,1
STU2024542,20,Male,4,8.14,75.6,0,68,0,2,0,21,42.4,0
STU2024543,23,Female,5,5.79,75.4,0,91,0,6,0,54,91.7,0
STU2024544,21,Male,5,4.82,82.7,1,91,0,9,0,40,59.3,0
STU2024545,19,Female,5,8.84,49.9,3,94,0,3,0,21,80.9,0
STU2024546,23,Female,7,8.28,77.2,0,122,1,4,0,44,61.0,0
STU2024547,22,Female,5,5.65,52.7,2,94,0,6,0,75,40.5,0
STU2024548,25,Female,3,6.59,79.2,0,45,0,3,0,49,76.6,0
STU2024549,19,Male,3,7.84,75.3,0,52,0,8,0,30,95.0,1
STU2024550,24,Male,2,6.72,90.0,0,28,0,2,0,40,78.6,0
STU2024551,22,Male,4,4.84,82.1,1,69,0,3,0,8,87.5,0
STU2024552,18,Male,6,5.91,82.0,0,110,0,8,0,38,87.6,0
STU2024553,22,Female,3,7.77,94.5,0,57,1,10,0,61,45.3,0
STU2024554,22,Female,8,7.6,72.5,0,157,0,2,0,54,80.9,0
STU2024555,22,Male,5,5.67,77.4,0,80,0,6,0,32,57.6,0
STU2024556,25,Female,5,7.52,60.1,0,80,0,5,0,58,62.9,0
STU2024557,23,Male,7,6.93,73.1,0,137,0,4,0,42,53.2,0
STU2024558,24,Female,4,6.68,74.3,0,68,0,9,0,53,47.7,0
STU2024559,22,Female,5,9.27,82.2,0,93,0,3,0,45,89.3,0
STU2024560,25,Female,5,9.48,93.6,0,99,0,6,1,57,68.9,1
STU2024561,18,Male,2,8.97,54.4,2,29,0,8,0,40,84.6,1
STU2024562,20,Male,8,8.24,70.1,0,146,0,5,0,66,42.3,0
STU2024563,23,Female,1,6.59,54.2,0,10,0,1,0,40,83.2,1
STU2024564,25,Male,4,7.43,79.8,0,68,0,1,0,83,60.0,0
STU2024565,21,Female,8,5.85,52.8,1,147,0,1,0,69,79.1,0
STU2024566,19,Male,8,5.0,79.5,0,152,0,5,0,53,69.2,0
STU2024567,18,Male,5,4.21,72.6,3,95,0,4,0,34,30.5,1
STU2024568,21,Male,4,6.67,95.9,0,80,0,1,0,64,71.9,0
STU2024569,19,Female,4,10.0,60.9,0,60,0,10,0,82,87.2,0
STU2024570,20,Female,2,8.23,53.8,0,27,0,10,0,54,47.6,0
STU2024571,18,Male,6,6.17,36.2,2,120,0,3,0,43,41.1,1
STU2024572,23,Female,4,5.72,57.3,2,60,0,6,0,53,35.7,1
STU2024573,18,Female,8,9.01,66.8,0,157,0,8,0,17,88.0,1
STU2024574,23,Female,8,8.87,76.5,0,148,0,10,0,47,64.7,0
STU2024575,19,Male,8,7.97,100.0,0,149,0,9,0,26,79.2,1
STU2024576,24,Male,1,7.14,81.2,0,19,0,10,0,67,79.5,0
STU2024577,24,Male,8,4.97,77.9,0,157,1,6,0,37,42.7,1
STU2024578,19,Male,1,9.38,69.0,0,4,0,4,0,27,75.4,0
STU2024579,18,Female,8,8.26,96.7,0,156,0,10,0,61,66.8,0
STU2024580,19,Male,4,10.0,78.6,0,80,0,2,0,8,85.0,0
STU2024581,23,Female,6,10.0,63.4,0,101,0,5,0,16,60.0,0
STU2024582,22,Male,4,7.21,44.0,1,76,0,9,0,50,53.2,1
STU2024583,21,Male,7,9.97,80.4,0,123,0,10,0,32,39.5,0
STU2024584,24,Male,3,8.07,34.4,0,45,0,9,0,37,76.7,1
STU2024585,25,Female,6,7.68,64.9,0,117,0,6,0,73,79.6,0
STU2024586,24,Female,4,7.37,100.0,0,78,0,7,0,86,80.6,0
STU2024587,22,Female,8,7.83,70.1,0,154,0,1,0,55,70.3,0
STU2024588,18,Male,5,5.38,99.3,0,80,0,4,0,47,83.3,0
STU2024589,22,Male,2,8.81,74.5,0,21,0,3,0,68,77.9,0
STU2024590,21,Male,5,6.88,60.9,0,89,1,10,0,50,96.3,0
STU2024591,23,Female,3,7.69,85.6,0,55,0,10,0,54,46.4,1
STU2024592,22,Male,7,7.14,78.8,0,122,0,6,0,66,81.8,0
STU2024593,24,Male,4,8.65,91.9,0,80,0,1,0,31,90.6,0
STU2024594,18,Female,1,7.28,73.6,0,10,0,3,0,45,62.5,0
STU2024595,20,Male,7,7.06,69.6,0,134,0,10,0,41,68.3,0
STU2024596,22,Female,3,7.16,76.2,0,44,0,8,0,32,59.7,1
STU2024597,24,Female,2,7.75,81.3,0,32,0,3,0,61,52.9,0
STU2024598,21,Female,7,5.95,84.7,0,140,0,9,0,66,81.5,0
STU2024599,21,Male,2,9.32,67.6,0,28,0,6,0,71,54.1,0
STU2024600,19,Female,7,6.33,58.7,1,131,0,6,0,92,77.2,0
STU2024601,22,Male,6,5.76,49.8,0,119,0,8,0,69,51.0,0
STU2024602,21,Male,6,9.0,64.0,0,104,0,2,0,83,71.4,1
STU2024603,20,Female,1,7.33,69.2,0,10,0,2,0,48,72.9,0
STU2024604,23,Male,4,8.23,80.7,0,66,0,5,0,56,65.8,0
STU2024605,20,Male,7,7.87,63.5,0,138,0,9,1,49,25.1,0
STU2024606,22,Male,5,7.83,93.9,0,81,0,1,0,12,80.8,0
STU2024607,23,Male,1,8.69,69.1,0,9,0,7,0,35,49.3,0
STU2024608,19,Female,8,8.19,72.4,0,159,0,3,0,23,78.2,0
STU2024609,18,Male,4,7.92,67.4,0,76,0,8,0,33,69.5,0
STU2024610,23,Female,6,5.84,68.8,0,120,0,9,0,48,73.3,1
STU2024611,22,Female,1,3.92,67.6,2,17,0,4,0,63,66.8,0
STU2024612,20,Male,7,7.87,58.6,0,136,0,10,0,36,83.3,0
STU2024613,24,Male,3,8.24,32.2,0,53,0,10,0,38,58.6,0
STU2024614,21,Male,4,4.71,70.2,0,64,0,9,0,50,89.9,0
STU2024615,20,Male,6,7.99,47.9,1,102,0,2,0,49,79.4,0
STU2024616,20,Male,6,5.22,79.1,0,113,0,5,0,50,33.1,0
STU2024617,22,Male,4,5.16,57.3,1,63,0,10,0,79,56.4,0
STU2024618,21,Male,4,6.68,75.4,0,60,0,8,0,19,59.1,0
STU2024619,25,Female,3,7.82,90.9,0,52,0,3,0,53,77.8,0
STU2024620,24,Male,5,4.11,61.5,1,93,0,4,0,34,60.7,1
STU2024621,25,Female,6,8.24,100.0,0,114,0,7,0,55,90.3,1
STU2024622,24,Female,7,5.14,56.7,0,139,0,10,0,9,90.3,0
STU2024623,18,Male,8,4.31,92.4,1,154,0,1,0,69,66.1,1
STU2024624,24,Male,7,8.26,68.5,0,136,0,1,0,20,80.3,0
STU2024625,22,Female,8,5.82,59.2,0,145,0,10,0,52,77.6,0
STU2024626,20,Female,8,6.62,56.4,2,142,0,2,0,37,91.6,0
STU2024627,20,Female,7,6.16,82.4,0,130,0,3,0,57,53.5,0
STU2024628,21,Female,2,7.73,70.0,0,28,0,3,0,49,56.5,0
STU2024629,19,Female,6,8.64,66.1,0,102,0,7,0,68,88.7,0
STU2024630,20,Female,7,8.52,57.7,2,121,0,6,0,58,98.1,0
STU2024631,20,Male,3,7.02,77.6,0,45,0,1,0,69,44.7,0
STU2024632,25,Female,3,4.55,73.8,0,43,0,4,1,9,88.6,0
STU2024633,18,Female,8,7.34,81.1,0,155,0,1,0,64,80.1,0
STU2024634,21,Female,8,7.96,62.6,0,153,0,10,0,55,60.7,0
STU2024635,22,Male,1,3.76,64.9,1,5,1,1,0,54,59.2,1
STU2024636,22,Female,2,3.94,100.0,0,21,0,3,0,67,85.3,0
STU2024637,20,Female,6,7.8,68.9,0,101,1,6,0,37,80.3,0
STU2024638,19,Female,2,6.56,80.1,0,29,0,2,0,31,90.3,0
STU2024639,24,Male,4,6.05,86.5,0,79,0,8,0,60,67.0,0
STU2024640,22,Female,6,6.69,73.9,0,108,0,10,0,71,79.9,0
STU2024641,25,Female,8,7.41,86.6,0,145,0,4,0,48,39.9,0
STU2024642,18,Male,1,7.4,78.5,0,14,0,2,0,6,50.7,1
STU2024643,24,Female,1,8.92,63.6,0,10,0,4,1,42,68.9,0
STU2024644,22,Female,2,7.31,89.5,0,29,0,9,0,33,81.1,1
STU2024645,23,Female,7,8.54,79.7,0,138,0,1,0,18,53.3,1
STU2024646,23,Female,8,7.8,70.2,0,141,0,8,0,24,59.9,0
STU2024647,23,Female,7,7.94,76.4,0,121,0,5,0,38,52.1,0
STU2024648,18,Male,6,8.62,96.0,0,111,0,5,0,81,85.2,0
STU2024649,24,Male,7,5.77,80.7,0,125,0,5,0,33,52.6,0
STU2024650,18,Female,7,10.0,93.6,0,122,0,4,0,64,86.2,0
STU2024651,22,Male,5,8.63,78.0,0,85,0,4,0,48,80.9,0
STU2024652,18,Female,3,6.7,65.2,0,46,0,8,0,67,67.1,0
STU2024653,23,Male,2,6.63,56.5,0,36,0,3,0,63,58.0,1
STU2024654,24,Male,1,4.25,57.1,1,9,0,10,0,30,52.3,1
STU2024655,18,Male,5,7.22,85.4,0,80,0,5,0,55,79.8,0
STU2024656,21,Male,5,6.62,61.0,0,88,0,8,0,46,83.5,0
STU2024657,20,Female,2,8.31,67.7,0,20,0,9,0,71,49.1,0
STU2024658,23,Female,5,5.42,86.5,0,84,0,5,0,48,63.9,0
STU2024659,22,Female,8,9.14,93.0,0,141,1,1,0,28,77.1,1
STU2024660,24,Female,3,7.04,97.9,0,59,0,8,0,22,89.8,0
STU2024661,21,Male,8,7.7,73.3,0,158,1,2,0,32,75.0,0
STU2024662,25,Female,4,7.15,60.6,0,67,1,6,0,67,95.3,0
STU2024663,23,Female,8,8.55,56.8,1,155,1,2,0,45,65.2,1
STU2024664,20,Female,6,5.66,75.1,0,119,0,9,0,67,64.6,0
STU2024665,19,Female,2,6.74,62.3,0,29,0,7,0,44,80.8,0
STU2024666,21,Male,8,7.17,75.4,0,152,0,10,0,52,66.0,0
STU2024667,23,Male,3,6.99,72.4,0,42,0,10,0,64,77.6,0
STU2024668,25,Female,2,9.29,63.5,0,34,1,2,0,60,94.9,0
STU2024669,24,Female,8,7.71,75.2,0,160,0,2,0,76,66.1,1
STU2024670,18,Male,3,9.47,100.0,0,54,0,7,0,20,32.6,0
STU2024671,21,Female,5,6.4,65.0,0,98,0,5,0,32,63.9,0
STU2024672,23,Male,1,6.73,57.4,1,19,0,7,0,95,90.1,0
STU2024673,18,Female,1,8.51,66.4,0,0,0,6,0,22,61.5,0
STU2024674,18,Male,7,8.14,84.0,0,138,0,6,0,42,38.2,0
STU2024675,24,Male,3,5.3,94.7,0,55,1,6,0,49,63.2,1
STU2024676,20,Male,1,7.69,100.0,0,2,0,3,0,42,34.5,0
STU2024677,24,Male,2,7.92,72.4,0,24,0,7,0,57,61.5,0
STU2024678,24,Male,8,10.0,63.0,0,156,0,8,0,45,32.6,0
STU2024679,24,Male,8,7.01,57.6,2,147,0,5,0,32,90.0,0
STU2024680,23,Male,1,8.94,82.2,0,18,0,6,0,28,90.4,0
STU2024681,19,Male,5,8.79,78.8,0,94,0,9,0,45,53.1,1
STU2024682,25,Male,5,9.2,63.1,0,99,1,9,0,30,66.2,0
STU2024683,25,Female,7,7.38,78.6,0,131,0,5,0,69,72.0,1
STU2024684,22,Female,1,6.74,76.9,0,20,0,3,0,40,87.3,0
STU2024685,22,Male,5,8.37,73.1,0,95,0,5,0,78,60.8,0
STU2024686,22,Female,1,8.32,81.1,0,3,0,10,0,57,75.0,0
STU2024687,23,Male,5,10.0,92.8,0,87,0,9,0,64,96.5,0
STU2024688,19,Male,3,10.0,78.2,0,55,0,7,0,40,84.2,0
STU2024689,25,Male,4,5.93,82.1,0,78,0,6,0,55,80.6,0
STU2024690,19,Male,3,8.33,54.5,3,54,0,5,0,64,87.2,0
STU2024691,21,Female,7,6.2,76.5,0,135,0,9,0,72,61.9,1
STU2024692,25,Female,6,6.94,67.0,0,116,0,1,0,55,35.1,0
STU2024693,23,Female,5,5.6,85.0,0,90,0,2,0,63,73.2,0
STU2024694,25,Male,4,9.03,57.3,2,76,0,3,0,44,82.9,1
STU2024695,18,Male,1,7.58,84.5,0,13,0,8,0,71,86.7,0
STU2024696,22,Male,1,2.73,69.9,0,0,0,1,0,73,91.2,0
STU2024697,21,Male,2,4.36,72.4,0,22,0,3,0,32,60.4,0
STU2024698,20,Male,3,4.58,63.7,1,48,0,2,0,9,78.7,0
STU2024699,22,Female,6,8.49,61.0,0,108,0,5,0,48,58.3,0
STU2024700,23,Male,5,4.63,69.7,1,88,0,8,0,58,44.4,1
STU2024701,24,Male,8,7.46,55.1,0,143,1,4,0,48,94.7,1
STU2024702,25,Female,2,8.0,88.0,0,21,1,8,1,26,69.9,0
STU2024703,18,Male,7,6.8,63.6,0,128,1,7,0,77,70.4,0
STU2024704,25,Female,7,6.18,92.5,0,132,0,2,0,60,56.0,1
STU2024705,25,Male,6,6.66,82.2,0,110,0,7,0,0,87.4,0
STU2024706,19,Female,6,8.43,88.1,0,102,0,5,0,68,76.9,0
STU2024707,18,Female,4,6.47,54.7,0,69,0,2,0,0,68.4,1
STU2024708,19,Female,4,6.72,75.7,0,64,0,10,0,75,78.0,0
